"","ID","DOY","Date","Month","Period","Lat","Long","Temp","Temp_mean","Veg","Veg.21Day"
"88",88,88,"29/Mar",3,"GI-5.1",47.5,20,-5.69,-5.91,0,0
"89",89,89,"30/Mar",3,"GI-5.1",47.5,20,-5.65,-5.88,0,0
"90",90,90,"31/Mar",3,"GI-5.1",47.5,20,-6.3,-5.51,0,0
"91",91,91,"01/Apr",4,"GI-5.1",47.5,20,-4.38,-4.83,0,0
"92",92,92,"02/Apr",4,"GI-5.1",47.5,20,-4.02,-4.37,0,0
"93",93,93,"03/Apr",4,"GI-5.1",47.5,20,-4.7,-3.88,0,0
"94",94,94,"04/Apr",4,"GI-5.1",47.5,20,-2.91,-3.2,0,0
"95",95,95,"05/Apr",4,"GI-5.1",47.5,20,-1.98,-2.41,0,0
"96",96,96,"06/Apr",4,"GI-5.1",47.5,20,-2.35,-2.35,0,0
"97",97,97,"07/Apr",4,"GI-5.1",47.5,20,-2.72,-2.42,0,0
"98",98,98,"08/Apr",4,"GI-5.1",47.5,20,-2.18,-2.36,0,0
"99",99,99,"09/Apr",4,"GI-5.1",47.5,20,-2.18,-2.19,0,0
"100",100,100,"10/Apr",4,"GI-5.1",47.5,20,-2.21,-2.14,0,0
"101",101,101,"11/Apr",4,"GI-5.1",47.5,20,-2.04,-1.99,0,0
"102",102,102,"12/Apr",4,"GI-5.1",47.5,20,-1.72,-1.64,0,0
"103",103,103,"13/Apr",4,"GI-5.1",47.5,20,-1.16,-1.03,0,0
"104",104,104,"14/Apr",4,"GI-5.1",47.5,20,-0.21,-0.38,0,0
"105",105,105,"15/Apr",4,"GI-5.1",47.5,20,0.23,0.3,0,0
"106",106,106,"16/Apr",4,"GI-5.1",47.5,20,0.88,0.86,0,0
"107",107,107,"17/Apr",4,"GI-5.1",47.5,20,1.48,1.34,0,0
"108",108,108,"18/Apr",4,"GI-5.1",47.5,20,1.66,1.68,0,0
"109",109,109,"19/Apr",4,"GI-5.1",47.5,20,1.91,1.83,0,0
"110",110,110,"20/Apr",4,"GI-5.1",47.5,20,1.92,2.1,0,0
"111",111,111,"21/Apr",4,"GI-5.1",47.5,20,2.47,2.07,0,0
"112",112,112,"22/Apr",4,"GI-5.1",47.5,20,1.81,2.07,0,0
"113",113,113,"23/Apr",4,"GI-5.1",47.5,20,1.94,2.26,0,0
"114",114,114,"24/Apr",4,"GI-5.1",47.5,20,3.02,2.71,0,0
"115",115,115,"25/Apr",4,"GI-5.1",47.5,20,3.17,3.32,0,0
"116",116,116,"26/Apr",4,"GI-5.1",47.5,20,3.76,3.6,0,0
"117",117,117,"27/Apr",4,"GI-5.1",47.5,20,3.87,3.96,0,0
"118",118,118,"28/Apr",4,"GI-5.1",47.5,20,4.26,4.38,0,0
"119",119,119,"29/Apr",4,"GI-5.1",47.5,20,5.02,4.91,0,0
"120",120,120,"30/Apr",4,"GI-5.1",47.5,20,5.46,5.04,1,0
"121",121,121,"01/May",5,"GI-5.1",47.5,20,4.63,5,1,0
"122",122,122,"02/May",5,"GI-5.1",47.5,20,4.9,4.77,0,0
"123",123,123,"03/May",5,"GI-5.1",47.5,20,4.79,4.89,0,0
"124",124,124,"04/May",5,"GI-5.1",47.5,20,4.98,5.31,1,1
"125",125,125,"05/May",5,"GI-5.1",47.5,20,6.15,6.3,1,1
"126",126,126,"06/May",5,"GI-5.1",47.5,20,7.76,7.6,1,1
"127",127,127,"07/May",5,"GI-5.1",47.5,20,8.88,8.53,1,1
"128",128,128,"08/May",5,"GI-5.1",47.5,20,8.94,8.98,1,1
"129",129,129,"09/May",5,"GI-5.1",47.5,20,9.11,9.04,1,1
"130",130,130,"10/May",5,"GI-5.1",47.5,20,9.06,9.23,1,1
"131",131,131,"11/May",5,"GI-5.1",47.5,20,9.53,9.69,1,1
"132",132,132,"12/May",5,"GI-5.1",47.5,20,10.47,10,1,1
"133",133,133,"13/May",5,"GI-5.1",47.5,20,10,10.35,1,1
"134",134,134,"14/May",5,"GI-5.1",47.5,20,10.58,10.7,1,1
"135",135,135,"15/May",5,"GI-5.1",47.5,20,11.53,11.36,1,1
"136",136,136,"16/May",5,"GI-5.1",47.5,20,11.96,11.82,1,1
"137",137,137,"17/May",5,"GI-5.1",47.5,20,11.96,12,1,1
"138",138,138,"18/May",5,"GI-5.1",47.5,20,12.09,12.1,1,1
"139",139,139,"19/May",5,"GI-5.1",47.5,20,12.26,12.22,1,1
"140",140,140,"20/May",5,"GI-5.1",47.5,20,12.32,12.33,1,1
"141",141,141,"21/May",5,"GI-5.1",47.5,20,12.42,12.21,1,1
"142",142,142,"22/May",5,"GI-5.1",47.5,20,11.89,11.96,1,1
"143",143,143,"23/May",5,"GI-5.1",47.5,20,11.57,11.61,1,1
"144",144,144,"24/May",5,"GI-5.1",47.5,20,11.37,11.64,1,1
"145",145,145,"25/May",5,"GI-5.1",47.5,20,11.97,11.92,1,1
"146",146,146,"26/May",5,"GI-5.1",47.5,20,12.43,12.3,1,1
"147",147,147,"27/May",5,"GI-5.1",47.5,20,12.49,12.71,1,1
"148",148,148,"28/May",5,"GI-5.1",47.5,20,13.21,13.08,1,1
"149",149,149,"29/May",5,"GI-5.1",47.5,20,13.53,13.64,1,1
"150",150,150,"30/May",5,"GI-5.1",47.5,20,14.19,14.29,1,1
"151",151,151,"31/May",5,"GI-5.1",47.5,20,15.14,14.62,1,1
"152",152,152,"01/Jun",6,"GI-5.1",47.5,20,13.73,13.91,1,1
"153",153,153,"02/Jun",6,"GI-5.1",47.5,20,13.66,13.75,1,1
"154",154,154,"03/Jun",6,"GI-5.1",47.5,20,13.86,13.74,1,1
"155",155,155,"04/Jun",6,"GI-5.1",47.5,20,13.69,14.09,1,1
"156",156,156,"05/Jun",6,"GI-5.1",47.5,20,14.72,14.44,1,1
"157",157,157,"06/Jun",6,"GI-5.1",47.5,20,14.9,14.94,1,1
"158",158,158,"07/Jun",6,"GI-5.1",47.5,20,15.2,15,1,1
"159",159,159,"08/Jun",6,"GI-5.1",47.5,20,14.91,15.09,1,1
"160",160,160,"09/Jun",6,"GI-5.1",47.5,20,15.17,15.21,1,1
"161",161,161,"10/Jun",6,"GI-5.1",47.5,20,15.55,15.6,1,1
"162",162,162,"11/Jun",6,"GI-5.1",47.5,20,16.08,16.13,1,1
"163",163,163,"12/Jun",6,"GI-5.1",47.5,20,16.76,16.68,1,1
"164",164,164,"13/Jun",6,"GI-5.1",47.5,20,17.2,17.09,1,1
"165",165,165,"14/Jun",6,"GI-5.1",47.5,20,17.32,17.3,1,1
"166",166,166,"15/Jun",6,"GI-5.1",47.5,20,17.39,17.4,1,1
"167",167,167,"16/Jun",6,"GI-5.1",47.5,20,17.5,17.39,1,1
"168",168,168,"17/Jun",6,"GI-5.1",47.5,20,17.27,17.16,1,1
"169",169,169,"18/Jun",6,"GI-5.1",47.5,20,16.7,17.1,1,1
"170",170,170,"19/Jun",6,"GI-5.1",47.5,20,17.33,17.27,1,1
"171",171,171,"20/Jun",6,"GI-5.1",47.5,20,17.78,17.63,1,1
"172",172,172,"21/Jun",6,"GI-5.1",47.5,20,17.77,17.92,1,1
"173",173,173,"22/Jun",6,"GI-5.1",47.5,20,18.22,18.01,1,1
"174",174,174,"23/Jun",6,"GI-5.1",47.5,20,18.05,18.25,1,1
"175",175,175,"24/Jun",6,"GI-5.1",47.5,20,18.48,18.22,1,1
"176",176,176,"25/Jun",6,"GI-5.1",47.5,20,18.13,17.95,1,1
"177",177,177,"26/Jun",6,"GI-5.1",47.5,20,17.25,17.46,1,1
"178",178,178,"27/Jun",6,"GI-5.1",47.5,20,16.99,16.85,1,1
"179",179,179,"28/Jun",6,"GI-5.1",47.5,20,16.31,16.6,1,1
"180",180,180,"29/Jun",6,"GI-5.1",47.5,20,16.49,16.49,1,1
"181",181,181,"30/Jun",6,"GI-5.1",47.5,20,16.66,16.67,1,1
"182",182,182,"01/Jul",7,"GI-5.1",47.5,20,16.96,16.7,1,1
"183",183,183,"02/Jul",7,"GI-5.1",47.5,20,16.38,16.77,1,1
"184",184,184,"03/Jul",7,"GI-5.1",47.5,20,16.98,16.89,1,1
"185",185,185,"04/Jul",7,"GI-5.1",47.5,20,17.32,17.34,1,1
"186",186,186,"05/Jul",7,"GI-5.1",47.5,20,17.71,17.68,1,1
"187",187,187,"06/Jul",7,"GI-5.1",47.5,20,18.02,17.75,1,1
"188",188,188,"07/Jul",7,"GI-5.1",47.5,20,17.53,17.36,1,1
"189",189,189,"08/Jul",7,"GI-5.1",47.5,20,16.52,16.91,1,1
"190",190,190,"09/Jul",7,"GI-5.1",47.5,20,16.69,16.75,1,1
"191",191,191,"10/Jul",7,"GI-5.1",47.5,20,17.05,17.07,1,1
"192",192,192,"11/Jul",7,"GI-5.1",47.5,20,17.46,17.42,1,1
"193",193,193,"12/Jul",7,"GI-5.1",47.5,20,17.74,17.51,1,1
"194",194,194,"13/Jul",7,"GI-5.1",47.5,20,17.33,17.57,1,1
"195",195,195,"14/Jul",7,"GI-5.1",47.5,20,17.65,17.63,1,1
"196",196,196,"15/Jul",7,"GI-5.1",47.5,20,17.9,17.72,1,1
"197",197,197,"16/Jul",7,"GI-5.1",47.5,20,17.6,17.88,1,1
"198",198,198,"17/Jul",7,"GI-5.1",47.5,20,18.14,17.81,1,1
"199",199,199,"18/Jul",7,"GI-5.1",47.5,20,17.69,17.8,1,1
"200",200,200,"19/Jul",7,"GI-5.1",47.5,20,17.56,17.66,1,1
"201",201,201,"20/Jul",7,"GI-5.1",47.5,20,17.74,17.56,1,1
"202",202,202,"21/Jul",7,"GI-5.1",47.5,20,17.38,17.38,1,1
"203",203,203,"22/Jul",7,"GI-5.1",47.5,20,17.03,17.26,1,1
"204",204,204,"23/Jul",7,"GI-5.1",47.5,20,17.38,16.93,1,1
"205",205,205,"24/Jul",7,"GI-5.1",47.5,20,16.39,17.07,1,1
"206",206,206,"25/Jul",7,"GI-5.1",47.5,20,17.43,17.22,1,1
"207",207,207,"26/Jul",7,"GI-5.1",47.5,20,17.83,17.88,1,1
"208",208,208,"27/Jul",7,"GI-5.1",47.5,20,18.38,18.1,1,1
"209",209,209,"28/Jul",7,"GI-5.1",47.5,20,18.09,18.03,1,1
"210",210,210,"29/Jul",7,"GI-5.1",47.5,20,17.61,17.54,1,1
"211",211,211,"30/Jul",7,"GI-5.1",47.5,20,16.91,16.83,1,1
"212",212,212,"31/Jul",7,"GI-5.1",47.5,20,15.97,16.22,1,1
"213",213,213,"01/Aug",8,"GI-5.1",47.5,20,15.67,15.94,1,1
"214",214,214,"02/Aug",8,"GI-5.1",47.5,20,16.29,16.29,1,1
"215",215,215,"03/Aug",8,"GI-5.1",47.5,20,16.9,16.72,1,1
"216",216,216,"04/Aug",8,"GI-5.1",47.5,20,16.96,16.63,1,1
"217",217,217,"05/Aug",8,"GI-5.1",47.5,20,16.03,16.33,1,1
"218",218,218,"06/Aug",8,"GI-5.1",47.5,20,15.99,15.74,1,1
"219",219,219,"07/Aug",8,"GI-5.1",47.5,20,15.21,15.62,1,1
"220",220,220,"08/Aug",8,"GI-5.1",47.5,20,15.65,15.56,1,1
"221",221,221,"09/Aug",8,"GI-5.1",47.5,20,15.82,16.05,1,1
"222",222,222,"10/Aug",8,"GI-5.1",47.5,20,16.67,16.39,1,1
"223",223,223,"11/Aug",8,"GI-5.1",47.5,20,16.67,16.63,1,1
"224",224,224,"12/Aug",8,"GI-5.1",47.5,20,16.56,16.51,1,1
"225",225,225,"13/Aug",8,"GI-5.1",47.5,20,16.3,16.39,1,1
"226",226,226,"14/Aug",8,"GI-5.1",47.5,20,16.31,16.1,1,1
"227",227,227,"15/Aug",8,"GI-5.1",47.5,20,15.7,15.44,1,1
"228",228,228,"16/Aug",8,"GI-5.1",47.5,20,14.32,14.77,1,1
"229",229,229,"17/Aug",8,"GI-5.1",47.5,20,14.28,14.48,1,1
"230",230,230,"18/Aug",8,"GI-5.1",47.5,20,14.84,14.8,1,1
"231",231,231,"19/Aug",8,"GI-5.1",47.5,20,15.29,15.3,1,1
"232",232,232,"20/Aug",8,"GI-5.1",47.5,20,15.76,15.57,1,1
"233",233,233,"21/Aug",8,"GI-5.1",47.5,20,15.66,15.77,1,1
"234",234,234,"22/Aug",8,"GI-5.1",47.5,20,15.88,15.65,1,1
"235",235,235,"23/Aug",8,"GI-5.1",47.5,20,15.4,15.67,1,1
"236",236,236,"24/Aug",8,"GI-5.1",47.5,20,15.74,15.59,1,1
"237",237,237,"25/Aug",8,"GI-5.1",47.5,20,15.63,15.76,1,1
"238",238,238,"26/Aug",8,"GI-5.1",47.5,20,15.9,15.59,1,1
"239",239,239,"27/Aug",8,"GI-5.1",47.5,20,15.23,15.26,1,1
"240",240,240,"28/Aug",8,"GI-5.1",47.5,20,14.64,14.77,1,1
"241",241,241,"29/Aug",8,"GI-5.1",47.5,20,14.43,14.44,1,1
"242",242,242,"30/Aug",8,"GI-5.1",47.5,20,14.24,14.49,1,1
"243",243,243,"31/Aug",8,"GI-5.1",47.5,20,14.8,14.51,1,1
"244",244,244,"01/Sep",9,"GI-5.1",47.5,20,14.6,14.63,1,1
"245",245,245,"02/Sep",9,"GI-5.1",47.5,20,14.39,14.45,1,1
"246",246,246,"03/Sep",9,"GI-5.1",47.5,20,14.37,14.37,1,1
"247",247,247,"04/Sep",9,"GI-5.1",47.5,20,14.35,14.37,1,1
"248",248,248,"05/Sep",9,"GI-5.1",47.5,20,14.4,14.28,1,1
"249",249,249,"06/Sep",9,"GI-5.1",47.5,20,14.08,13.89,1,1
"250",250,250,"07/Sep",9,"GI-5.1",47.5,20,13.18,13.63,1,1
"251",251,251,"08/Sep",9,"GI-5.1",47.5,20,13.62,13.18,1,1
"252",252,252,"09/Sep",9,"GI-5.1",47.5,20,12.73,12.77,1,1
"253",253,253,"10/Sep",9,"GI-5.1",47.5,20,11.95,11.94,1,1
"254",254,254,"11/Sep",9,"GI-5.1",47.5,20,11.13,11.29,1,1
"255",255,255,"12/Sep",9,"GI-5.1",47.5,20,10.8,10.81,1,1
"256",256,256,"13/Sep",9,"GI-5.1",47.5,20,10.5,10.59,1,1
"257",257,257,"14/Sep",9,"GI-5.1",47.5,20,10.48,10.38,1,1
"258",258,258,"15/Sep",9,"GI-5.1",47.5,20,10.16,10.28,1,1
"259",259,259,"16/Sep",9,"GI-5.1",47.5,20,10.19,10.26,1,1
"260",260,260,"17/Sep",9,"GI-5.1",47.5,20,10.44,10.37,1,1
"261",261,261,"18/Sep",9,"GI-5.1",47.5,20,10.48,10.48,1,1
"262",262,262,"19/Sep",9,"GI-5.1",47.5,20,10.52,10.45,1,1
"263",263,263,"20/Sep",9,"GI-5.1",47.5,20,10.34,10.41,1,1
"264",264,264,"21/Sep",9,"GI-5.1",47.5,20,10.36,10.42,1,1
"265",265,265,"22/Sep",9,"GI-5.1",47.5,20,10.57,10.62,1,1
"266",266,266,"23/Sep",9,"GI-5.1",47.5,20,10.93,10.87,1,1
"267",267,267,"24/Sep",9,"GI-5.1",47.5,20,11.11,11,1,1
"268",268,268,"25/Sep",9,"GI-5.1",47.5,20,10.96,11.05,1,1
"269",269,269,"26/Sep",9,"GI-5.1",47.5,20,11.08,10.8,1,1
"270",270,270,"27/Sep",9,"GI-5.1",47.5,20,10.35,10.29,1,1
"271",271,271,"28/Sep",9,"GI-5.1",47.5,20,9.44,9.56,1,1
"272",272,272,"29/Sep",9,"GI-5.1",47.5,20,8.9,8.89,1,1
"273",273,273,"30/Sep",9,"GI-5.1",47.5,20,8.32,8.3,1,1
"274",274,274,"01/Oct",10,"GI-5.1",47.5,20,7.77,7.82,1,1
"275",275,275,"02/Oct",10,"GI-5.1",47.5,20,7.28,7.21,1,1
"276",276,276,"03/Oct",10,"GI-5.1",47.5,20,6.59,6.43,1,1
"277",277,277,"04/Oct",10,"GI-5.1",47.5,20,5.41,5.84,1,1
"278",278,278,"05/Oct",10,"GI-5.1",47.5,20,5.53,5.36,1,1
"279",279,279,"06/Oct",10,"GI-5.1",47.5,20,5.14,5.35,1,1
"280",280,280,"07/Oct",10,"GI-5.1",47.5,20,5.39,5.2,1,1
"281",281,281,"08/Oct",10,"GI-5.1",47.5,20,5.06,5.18,1,1
"282",282,282,"09/Oct",10,"GI-5.1",47.5,20,5.09,5.13,1,1
"283",283,283,"10/Oct",10,"GI-5.1",47.5,20,5.23,5.27,1,1
"284",284,284,"11/Oct",10,"GI-5.1",47.5,20,5.48,5.59,1,1
"285",285,285,"12/Oct",10,"GI-5.1",47.5,20,6.06,5.81,1,1
"286",286,286,"13/Oct",10,"GI-5.1",47.5,20,5.9,5.93,1,1
"287",287,287,"14/Oct",10,"GI-5.1",47.5,20,5.82,5.75,1,1
"288",288,288,"15/Oct",10,"GI-5.1",47.5,20,5.54,5.44,1,1
"289",289,289,"16/Oct",10,"GI-5.1",47.5,20,4.97,4.95,0,0
"290",290,290,"17/Oct",10,"GI-5.1",47.5,20,4.34,4.51,0,0
"291",291,291,"18/Oct",10,"GI-5.1",47.5,20,4.22,4.11,0,0
"292",292,292,"19/Oct",10,"GI-5.1",47.5,20,3.78,3.68,0,0
"293",293,293,"20/Oct",10,"GI-5.1",47.5,20,3.05,3.04,0,0
"294",294,294,"21/Oct",10,"GI-5.1",47.5,20,2.29,2.43,0,0
"295",295,295,"22/Oct",10,"GI-5.1",47.5,20,1.96,1.75,0,0
"296",296,296,"23/Oct",10,"GI-5.1",47.5,20,1,1.36,0,0
"297",297,297,"24/Oct",10,"GI-5.1",47.5,20,1.11,1.32,0,0
"298",298,298,"25/Oct",10,"GI-5.1",47.5,20,1.85,1.41,0,0
"299",299,299,"26/Oct",10,"GI-5.1",47.5,20,1.28,1.04,0,0
"300",300,300,"27/Oct",10,"GI-5.1",47.5,20,0,0.16,0,0
"301",301,301,"28/Oct",10,"GI-5.1",47.5,20,-0.8,-1.03,0,0
"302",302,302,"29/Oct",10,"GI-5.1",47.5,20,-2.28,-1.54,0,0
"303",303,303,"30/Oct",10,"GI-5.1",47.5,20,-1.54,-1.87,0,0
"304",304,304,"31/Oct",10,"GI-5.1",47.5,20,-1.79,-1.83,0,0
"305",305,305,"01/Nov",11,"GI-5.1",47.5,20,-2.37,-2.62,0,0
"306",306,306,"02/Nov",11,"GI-5.1",47.5,20,-3.49,-3.53,0,0
"307",307,307,"03/Nov",11,"GI-5.1",47.5,20,-4.72,-4.48,0,0
"308",308,308,"04/Nov",11,"GI-5.1",47.5,20,-5.22,-5.37,0,0
"309",309,309,"05/Nov",11,"GI-5.1",47.5,20,-6.18,-5.64,0,0
"310",310,310,"06/Nov",11,"GI-5.1",47.5,20,-5.52,-5.34,0,0
"311",311,311,"07/Nov",11,"GI-5.1",47.5,20,-4.32,-4.35,0,0
"312",312,312,"08/Nov",11,"GI-5.1",47.5,20,-3.22,-3.66,0,0
"313",313,313,"09/Nov",11,"GI-5.1",47.5,20,-3.43,-3.59,0,0
"314",314,314,"10/Nov",11,"GI-5.1",47.5,20,-4.12,-4.1,0,0
"315",315,315,"11/Nov",11,"GI-5.1",47.5,20,-4.74,-4.26,0,0
"316",316,316,"12/Nov",11,"GI-5.1",47.5,20,-3.91,-4.39,0,0
"317",317,317,"13/Nov",11,"GI-5.1",47.5,20,-4.51,-4,0,0
"318",318,318,"14/Nov",11,"GI-5.1",47.5,20,-3.58,-4.3,0,0
"319",319,319,"15/Nov",11,"GI-5.1",47.5,20,-4.82,-5.12,0,0
"320",320,320,"16/Nov",11,"GI-5.1",47.5,20,-6.96,-6.54,0,0
"321",321,321,"17/Nov",11,"GI-5.1",47.5,20,-7.84,-7.79,0,0
"322",322,322,"18/Nov",11,"GI-5.1",47.5,20,-8.56,-8.6,0,0
"323",323,323,"19/Nov",11,"GI-5.1",47.5,20,-9.41,-8.71,0,0
"324",324,324,"20/Nov",11,"GI-5.1",47.5,20,-8.17,-8.58,0,0
"325",325,325,"21/Nov",11,"GI-5.1",47.5,20,-8.16,-8.18,0,0
"326",326,326,"22/Nov",11,"GI-5.1",47.5,20,-8.2,-8.14,0,0
